age,job,marital,housing,contact,month,day_of_week,campaign,pdays,previous,poutcome,cons.price.idx,cons.conf.idx,euribor3m,nr.employed,y
80,6,1,3,1,9,3,1,999,0,2,92.431,-26.9,0.722,5017.5,1
36,1,2,3,2,7,5,2,999,0,2,93.994,-36.4,4.857,5191,0
29,2,2,3,1,4,2,2,999,0,2,93.918,-42.7,4.962,5228.1,0
48,2,2,3,1,4,2,5,999,0,2,93.918,-42.7,4.96,5228.1,0
51,1,2,1,1,7,4,4,999,0,2,92.893,-46.2,1.291,5099.1,0
30,1,3,1,1,10,1,3,6,1,3,94.199,-37.5,0.883,4963.6,1
24,10,3,2,1,7,5,2,999,0,2,92.893,-46.2,1.27,5099.1,1
47,1,1,1,1,2,4,6,999,0,2,93.444,-36.1,4.966,5228.1,0
36,2,2,1,2,4,3,1,999,0,2,93.918,-42.7,4.966,5228.1,0
37,1,2,3,2,7,5,1,999,0,2,93.994,-36.4,4.859,5191,0
31,2,2,3,1,7,2,1,999,1,1,92.893,-46.2,1.299,5099.1,1
34,3,2,3,1,2,2,2,999,0,2,93.444,-36.1,4.965,5228.1,0
69,6,2,1,1,10,2,3,6,1,3,94.199,-37.5,0.879,4963.6,0
42,1,2,1,1,8,2,2,999,0,2,93.2,-42,4.191,5195.8,0
34,2,2,1,1,4,5,3,999,0,2,93.918,-42.7,4.962,5228.1,1
48,2,2,3,1,7,1,1,999,0,2,92.893,-46.2,1.25,5099.1,0
41,2,2,3,2,7,4,4,999,0,2,92.893,-46.2,1.291,5099.1,0
59,2,2,1,1,2,5,4,999,0,2,93.444,-36.1,4.965,5228.1,0
50,1,2,3,2,8,1,2,999,0,2,93.2,-42,4.021,5195.8,0
36,1,2,3,1,7,2,1,999,0,2,92.893,-46.2,1.299,5099.1,0
38,2,2,3,2,7,1,1,999,0,2,93.994,-36.4,4.857,5191,0
44,2,2,1,2,7,2,1,999,0,2,93.994,-36.4,4.857,5191,0
35,8,3,1,2,7,5,2,999,0,2,92.893,-46.2,1.281,5099.1,0
30,1,1,3,1,2,1,9,999,0,2,93.444,-36.1,4.963,5228.1,0
32,1,2,3,1,4,3,2,999,0,2,93.918,-42.7,4.968,5228.1,0
53,5,3,1,1,4,5,5,999,0,2,93.918,-42.7,4.963,5228.1,0
36,1,3,3,1,6,2,2,999,4,1,93.369,-34.8,0.635,5008.7,0
61,1,2,3,1,1,3,5,999,0,2,93.075,-47.1,1.406,5099.1,1
51,7,2,3,1,8,3,3,999,0,2,93.2,-42,4.076,5195.8,0
69,6,1,3,1,1,4,2,999,0,2,93.075,-47.1,1.423,5099.1,1
30,10,3,3,1,7,4,1,999,0,2,92.893,-46.2,1.344,5099.1,0
33,1,2,2,1,2,1,1,999,0,2,93.444,-36.1,4.964,5228.1,0
53,8,1,1,1,4,1,3,999,0,2,93.918,-42.7,4.957,5228.1,0
49,2,2,1,1,7,4,1,999,0,2,92.893,-46.2,1.344,5099.1,0
35,10,2,3,1,7,4,1,999,1,1,92.893,-46.2,1.344,5099.1,0
40,8,2,3,2,7,2,4,999,0,2,93.994,-36.4,4.857,5191,0
42,8,2,3,1,7,5,1,999,1,1,92.893,-46.2,1.281,5099.1,0
41,7,1,1,1,8,4,1,999,0,2,93.2,-42,4.153,5195.8,0
31,2,2,1,1,4,5,1,999,0,2,93.918,-42.7,4.963,5228.1,0
40,5,2,1,1,8,1,3,999,0,2,93.2,-42,4.021,5195.8,0
53,5,2,3,1,7,5,2,999,1,1,92.893,-46.2,1.281,5099.1,0
53,3,1,3,1,4,5,5,999,0,2,93.918,-42.7,4.963,5228.1,0
48,3,2,3,1,1,3,3,999,0,2,93.075,-47.1,1.365,5099.1,0
32,2,3,1,1,4,1,1,999,0,2,93.918,-42.7,4.957,5228.1,0
27,2,2,3,1,4,2,3,999,0,2,93.918,-42.7,4.96,5228.1,0
51,4,2,3,1,4,1,2,999,0,2,93.918,-42.7,4.962,5228.1,0
39,11,2,1,2,5,1,1,999,0,2,94.465,-41.8,4.967,5228.1,0
28,9,3,3,1,6,4,1,999,0,2,92.843,-50,1.799,5099.1,1
31,2,2,3,2,7,5,1,999,0,2,93.994,-36.4,4.856,5191,0
58,1,2,1,1,10,3,4,6,1,3,94.199,-37.5,0.878,4963.6,1
54,4,1,1,2,7,5,1,999,0,2,93.994,-36.4,4.856,5191,0
45,1,1,3,1,2,2,5,999,0,2,93.444,-36.1,4.965,5228.1,0
36,2,2,3,1,7,3,1,999,0,2,92.893,-46.2,1.327,5099.1,0
55,1,2,1,2,7,2,14,999,0,2,93.994,-36.4,4.858,5191,0
51,2,2,3,1,8,5,2,999,1,1,93.2,-42,4.12,5195.8,0
27,2,3,3,1,4,5,1,999,0,2,93.918,-42.7,4.963,5228.1,0
41,2,1,1,1,4,1,1,999,0,2,93.918,-42.7,4.963,5228.1,0
40,7,2,1,1,2,1,2,999,0,2,93.444,-36.1,4.963,5228.1,0
28,10,3,1,1,7,5,1,999,0,2,92.893,-46.2,1.334,5099.1,0
57,2,2,1,1,7,4,2,999,1,1,92.893,-46.2,1.344,5099.1,0
37,1,2,1,2,4,2,5,999,0,2,93.918,-42.7,4.962,5228.1,1
58,4,2,1,1,2,5,3,999,0,2,93.444,-36.1,4.967,5228.1,0
34,10,2,1,1,2,2,2,999,0,2,93.444,-36.1,4.965,5228.1,0
28,10,3,3,2,7,3,1,999,0,2,93.994,-36.4,4.86,5191,0
57,7,2,1,1,4,3,1,999,0,2,93.918,-42.7,4.962,5228.1,0
37,8,1,3,1,1,2,1,999,1,1,93.075,-47.1,1.405,5099.1,0
37,10,2,3,2,7,1,3,999,0,2,93.994,-36.4,4.855,5191,0
35,1,2,1,2,7,1,2,999,0,2,93.994,-36.4,4.855,5191,0
42,8,2,1,2,5,4,3,999,0,2,94.465,-41.8,4.961,5228.1,0
30,9,3,1,1,6,1,5,10,2,1,92.843,-50,1.64,5099.1,1
25,10,3,3,1,8,1,2,19,1,3,94.767,-50.8,1.04,4963.6,1
36,1,2,1,2,7,3,2,999,0,2,93.994,-36.4,4.86,5191,0
49,2,2,1,2,7,1,3,999,0,2,93.994,-36.4,4.859,5191,0
52,1,2,1,1,8,1,1,999,1,1,93.2,-42,4.021,5195.8,0
31,7,1,2,1,4,3,1,999,0,2,93.918,-42.7,4.958,5228.1,0
26,11,3,3,1,2,3,1,3,3,3,94.027,-38.3,0.904,4991.6,1
56,1,2,1,2,7,4,1,999,0,2,93.994,-36.4,4.856,5191,0
37,3,2,3,2,8,1,2,999,0,2,93.2,-42,4.021,5195.8,0
32,1,3,1,1,2,4,3,999,0,2,93.444,-36.1,4.963,5228.1,0
36,2,2,3,1,7,5,1,999,0,2,92.893,-46.2,1.334,5099.1,0
36,1,2,3,1,2,1,11,999,0,2,93.444,-36.1,4.964,5228.1,0
26,2,2,1,2,5,2,3,999,0,2,94.465,-41.8,4.865,5228.1,1
48,2,2,1,1,7,3,1,999,1,1,92.893,-46.2,1.266,5099.1,0
57,2,2,3,2,7,3,1,999,0,2,93.994,-36.4,4.86,5191,0
45,2,2,3,1,6,4,1,999,0,2,92.843,-50,1.51,5099.1,0
46,10,2,3,2,7,1,4,999,0,2,93.994,-36.4,4.864,5191,0
38,2,2,3,2,5,5,1,999,0,2,94.465,-41.8,4.959,5228.1,0
24,7,3,3,2,5,5,1,999,0,2,94.465,-41.8,4.959,5228.1,0
38,10,3,3,1,4,4,2,999,0,2,93.918,-42.7,4.961,5228.1,0
60,6,2,3,2,7,4,2,999,0,2,93.994,-36.4,4.857,5191,0
44,8,1,3,1,2,5,3,0,1,3,94.027,-38.3,0.9,4991.6,1
32,2,2,1,2,4,4,5,999,0,2,93.918,-42.7,4.961,5228.1,0
38,2,2,1,1,4,1,2,999,0,2,93.918,-42.7,4.962,5228.1,0
45,1,2,1,2,7,5,2,999,0,2,93.994,-36.4,4.857,5191,0
44,2,3,3,2,5,4,1,999,0,2,94.465,-41.8,4.864,5228.1,0
44,2,2,3,1,7,3,1,999,0,2,92.893,-46.2,1.327,5099.1,0
31,1,3,1,2,7,1,2,999,0,2,93.994,-36.4,4.859,5191,0
32,2,2,1,2,5,2,2,999,0,2,94.465,-41.8,4.96,5228.1,0
45,1,2,1,2,7,1,2,999,0,2,93.994,-36.4,4.857,5191,0
40,10,2,3,1,7,4,1,999,0,2,92.893,-46.2,1.344,5099.1,0
45,2,2,1,1,2,3,1,999,0,2,93.444,-36.1,4.968,5228.1,0
44,10,2,1,2,5,3,1,999,0,2,94.465,-41.8,4.958,5228.1,0
43,1,3,1,1,8,5,1,999,1,1,93.2,-42,4.12,5195.8,1
25,9,3,1,2,7,1,1,999,0,2,93.994,-36.4,4.855,5191,0
47,1,2,1,2,7,4,1,999,0,2,93.994,-36.4,4.856,5191,0
39,1,2,3,2,4,5,1,999,0,2,93.918,-42.7,4.963,5228.1,0
32,10,2,3,2,7,5,2,999,0,2,92.893,-46.2,1.27,5099.1,0
41,10,2,1,2,7,2,2,999,0,2,93.994,-36.4,4.857,5191,0
58,6,2,3,1,4,4,2,999,0,2,93.918,-42.7,4.961,5228.1,0
42,8,2,3,2,7,1,1,999,0,2,93.994,-36.4,4.864,5191,0
50,12,2,3,1,4,2,3,999,0,2,93.918,-42.7,4.96,5228.1,0
42,5,2,3,2,7,1,1,999,0,2,93.994,-36.4,4.859,5191,0
53,2,2,3,2,2,4,4,999,0,2,93.444,-36.1,4.968,5228.1,1
54,4,1,3,1,8,3,1,999,0,2,93.2,-42,4.076,5195.8,1
31,1,2,1,1,2,2,2,4,1,3,92.201,-31.4,0.884,5076.2,1
50,4,2,3,2,7,5,1,999,0,2,93.994,-36.4,4.859,5191,0
48,7,1,3,1,8,2,1,999,0,2,93.2,-42,4.191,5195.8,0
30,10,3,1,1,2,2,1,999,0,2,93.444,-36.1,4.965,5228.1,0
43,10,2,1,2,5,3,2,999,0,2,94.465,-41.8,4.866,5228.1,0
36,2,2,1,1,8,2,1,999,0,2,93.2,-42,4.191,5195.8,0
37,8,2,1,1,4,2,5,999,0,2,93.918,-42.7,4.962,5228.1,0
55,1,2,3,2,6,3,7,999,0,2,93.369,-34.8,0.654,5008.7,0
47,5,2,1,2,8,2,1,999,0,2,93.2,-42,4.191,5195.8,0
54,10,2,3,1,1,2,2,999,0,2,93.075,-47.1,1.405,5099.1,0
26,5,3,1,1,10,1,2,999,0,2,92.379,-29.8,0.803,5017.5,0
27,1,3,3,1,4,4,2,999,0,2,93.918,-42.7,4.962,5228.1,0
32,1,3,3,1,2,2,3,999,0,2,93.444,-36.1,4.965,5228.1,0
43,4,2,3,1,4,5,1,999,0,2,93.918,-42.7,4.962,5228.1,0
26,5,3,1,1,6,3,1,999,0,2,92.843,-50,1.65,5099.1,1
32,8,2,3,2,7,5,2,999,0,2,93.994,-36.4,4.858,5191,0
32,2,2,3,2,7,1,3,999,0,2,93.994,-36.4,4.857,5191,0
28,2,2,1,2,5,1,5,999,0,2,94.465,-41.8,4.959,5228.1,0
33,7,3,2,2,5,3,3,999,0,2,94.465,-41.8,4.866,5228.1,0
33,10,3,3,1,7,5,2,999,2,1,92.893,-46.2,1.334,5099.1,1
42,10,2,3,1,2,5,1,999,0,2,92.201,-31.4,0.879,5076.2,0
53,8,2,3,1,2,2,2,999,0,2,93.444,-36.1,4.97,5228.1,0
70,6,2,3,1,2,3,1,999,0,2,92.201,-31.4,0.883,5076.2,0
47,5,2,3,1,2,3,1,999,0,2,93.444,-36.1,4.968,5228.1,0
43,2,2,3,1,8,2,2,999,0,2,93.2,-42,4.191,5195.8,0
51,2,2,3,2,4,5,1,999,0,2,93.918,-42.7,4.962,5228.1,0
34,4,2,3,1,7,4,1,999,0,2,92.893,-46.2,1.266,5099.1,0
57,6,4,3,2,7,3,10,999,0,2,93.994,-36.4,4.86,5191,0
30,1,3,2,1,5,3,1,7,1,3,92.963,-40.8,1.26,5076.2,1
41,10,3,3,1,4,5,1,999,0,2,93.918,-42.7,4.962,5228.1,0
36,2,2,3,2,7,5,3,999,0,2,93.994,-36.4,4.856,5191,0
37,1,2,3,1,2,2,1,999,0,2,93.444,-36.1,4.965,5228.1,0
28,9,3,3,2,7,2,1,999,0,2,93.994,-36.4,4.857,5191,0
31,5,3,3,1,8,5,2,999,0,2,93.2,-42,4.12,5195.8,1
58,6,2,1,1,4,4,1,999,0,2,93.918,-42.7,4.961,5228.1,0
54,1,2,3,2,5,2,12,999,0,2,94.465,-41.8,4.865,5228.1,0
48,11,2,1,2,7,5,1,6,1,3,93.876,-40,0.682,5008.7,1
50,2,3,3,2,7,3,1,999,0,2,93.994,-36.4,4.855,5191,0
38,10,3,3,2,7,4,12,999,0,2,93.994,-36.4,4.856,5191,0
25,9,3,1,1,5,2,3,999,0,2,92.963,-40.8,1.281,5076.2,1
37,1,2,1,1,7,1,5,999,0,2,92.893,-46.2,1.25,5099.1,0
31,10,3,1,1,2,4,6,999,0,2,93.444,-36.1,4.963,5228.1,0
28,1,3,1,1,5,2,1,999,0,2,92.963,-40.8,1.26,5076.2,0
46,10,2,3,1,8,2,1,999,0,2,93.2,-42,4.191,5195.8,0
31,2,2,3,2,5,4,1,999,0,2,94.465,-41.8,4.961,5228.1,0
31,5,2,3,2,5,4,2,999,0,2,94.465,-41.8,4.961,5228.1,0
30,1,3,3,1,4,3,2,999,0,2,93.918,-42.7,4.962,5228.1,0
35,1,3,3,1,8,3,2,999,0,2,93.2,-42,4.076,5195.8,0
30,10,2,3,2,7,4,2,999,0,2,93.994,-36.4,4.856,5191,1
36,2,2,2,2,5,4,3,999,0,2,94.465,-41.8,4.961,5228.1,0
34,1,2,1,2,7,3,1,999,0,2,93.994,-36.4,4.855,5191,0
32,10,2,1,1,4,5,1,999,0,2,93.918,-42.7,4.963,5228.1,0
43,5,2,1,1,8,5,2,999,0,2,93.2,-42,4.12,5195.8,0
57,2,2,1,2,5,1,4,999,0,2,94.465,-41.8,4.959,5228.1,0
41,11,1,2,1,2,4,3,999,0,2,93.444,-36.1,4.965,5228.1,0
34,2,2,1,2,5,4,2,999,0,2,94.465,-41.8,4.864,5228.1,0
32,10,2,1,1,1,2,2,999,0,2,93.749,-34.6,0.645,5008.7,1
33,1,3,3,1,7,2,1,999,0,2,92.893,-46.2,1.244,5099.1,1
46,5,3,3,1,4,2,1,999,0,2,93.918,-42.7,4.96,5228.1,0
80,6,2,1,1,6,1,3,6,4,3,93.369,-34.8,0.649,5008.7,1
45,2,2,3,2,7,4,2,999,0,2,93.994,-36.4,4.857,5191,0
41,2,2,3,2,8,4,1,999,0,2,93.2,-42,4.153,5195.8,0
49,1,2,3,1,2,3,1,999,0,2,93.444,-36.1,4.968,5228.1,0
50,5,2,1,2,7,1,3,999,0,2,93.994,-36.4,4.859,5191,0
34,3,2,3,2,7,1,1,999,0,2,93.994,-36.4,4.864,5191,0
47,5,2,3,1,2,2,3,3,2,3,94.027,-38.3,0.904,4991.6,0
47,8,2,1,1,2,1,1,999,0,2,93.444,-36.1,4.966,5228.1,0
55,2,2,1,1,4,4,4,999,0,2,93.918,-42.7,4.961,5228.1,0
46,2,2,3,2,7,5,2,999,0,2,93.994,-36.4,4.856,5191,0
24,9,3,3,1,1,3,1,999,0,2,93.075,-47.1,1.365,5099.1,0
32,2,3,3,1,4,4,12,999,0,2,93.918,-42.7,4.962,5228.1,0
31,2,2,1,1,4,5,2,999,0,2,93.918,-42.7,4.963,5228.1,0
31,2,2,3,2,7,5,1,999,0,2,93.994,-36.4,4.859,5191,0
29,3,2,3,1,4,1,2,999,0,2,93.918,-42.7,4.959,5228.1,0
48,2,2,1,1,7,2,7,999,1,1,92.893,-46.2,1.244,5099.1,0
33,1,2,3,1,8,4,2,999,0,2,93.2,-42,4.153,5195.8,0
43,10,2,1,1,8,1,9,999,0,2,93.2,-42,4.021,5195.8,0
29,8,3,1,2,7,2,1,999,0,2,93.994,-36.4,4.857,5191,0
47,2,2,3,1,4,2,4,999,0,2,93.918,-42.7,4.962,5228.1,0
47,5,2,3,1,2,4,8,999,0,2,93.444,-36.1,4.965,5228.1,0
33,1,2,1,2,7,2,1,999,0,2,93.994,-36.4,4.857,5191,0
56,3,2,3,1,1,3,1,999,0,2,93.075,-47.1,1.365,5099.1,0
33,10,2,3,1,2,4,1,999,0,2,93.444,-36.1,4.963,5228.1,0
30,2,3,3,2,7,3,4,999,0,2,93.994,-36.4,4.86,5191,0
36,5,2,1,2,5,3,1,999,0,2,94.465,-41.8,4.866,5228.1,0
50,2,2,3,1,2,2,1,999,0,2,93.444,-36.1,4.97,5228.1,0
45,10,2,3,1,4,4,5,999,0,2,93.918,-42.7,4.961,5228.1,0
38,1,3,3,1,1,3,1,6,1,3,93.749,-34.6,0.659,5008.7,1
31,11,3,1,1,7,3,2,999,0,2,93.876,-40,0.692,5008.7,0
30,10,2,3,1,4,1,2,999,0,2,93.918,-42.7,4.957,5228.1,0
39,8,2,3,1,4,3,29,999,0,2,93.918,-42.7,4.968,5228.1,0
37,2,2,1,2,5,5,2,999,0,2,94.465,-41.8,4.959,5228.1,0
45,5,2,3,1,1,4,3,7,1,3,93.749,-34.6,0.642,5008.7,1
36,2,3,1,2,7,4,2,999,0,2,93.994,-36.4,4.857,5191,0
22,2,2,3,1,4,1,4,999,0,2,93.918,-42.7,4.963,5228.1,0
33,3,2,3,2,7,2,3,999,0,2,93.994,-36.4,4.857,5191,0
37,10,3,3,2,1,3,1,999,0,2,93.075,-47.1,1.406,5099.1,0
38,5,2,3,1,4,3,2,999,0,2,93.918,-42.7,4.958,5228.1,0
53,1,2,3,2,7,4,1,999,0,2,93.994,-36.4,4.856,5191,0
31,10,2,3,1,2,3,1,999,0,2,93.444,-36.1,4.964,5228.1,0
44,5,2,1,1,2,4,2,999,2,1,92.201,-31.4,0.883,5076.2,1
31,8,2,1,2,7,5,6,999,0,2,93.994,-36.4,4.859,5191,0
43,1,2,3,1,2,4,1,999,0,2,93.444,-36.1,4.968,5228.1,1
30,2,3,1,2,5,1,8,999,0,2,94.465,-41.8,4.959,5228.1,0
47,4,3,1,2,5,4,1,999,0,2,94.465,-41.8,4.961,5228.1,0
28,2,2,3,1,4,3,4,999,0,2,93.918,-42.7,4.962,5228.1,0
33,11,2,3,1,7,2,1,999,1,1,92.893,-46.2,1.264,5099.1,0
42,1,2,3,1,2,4,2,999,0,2,93.444,-36.1,4.968,5228.1,1
45,8,2,1,2,5,4,7,999,0,2,94.465,-41.8,4.864,5228.1,0
32,8,2,1,1,7,2,2,999,0,2,92.893,-46.2,1.299,5099.1,0
41,5,2,1,2,7,4,2,999,0,2,93.994,-36.4,4.856,5191,0
50,2,2,3,1,1,3,2,999,1,1,93.075,-47.1,1.41,5099.1,1
42,2,2,1,2,7,5,2,999,0,2,93.994,-36.4,4.856,5191,0
45,2,3,3,1,4,4,3,999,0,2,93.918,-42.7,4.961,5228.1,0
52,3,2,3,2,7,1,2,999,0,2,93.994,-36.4,4.864,5191,0
49,2,2,3,2,7,1,2,999,0,2,93.994,-36.4,4.864,5191,1
39,5,2,1,1,8,3,1,999,0,2,93.2,-42,4.076,5195.8,0
20,2,3,3,1,7,5,1,999,0,2,92.893,-46.2,1.334,5099.1,0
36,3,2,1,2,7,1,1,999,0,2,93.994,-36.4,4.855,5191,0
44,8,1,3,1,1,4,1,999,0,2,93.075,-47.1,1.453,5099.1,1
34,10,1,3,1,7,1,2,999,0,2,92.893,-46.2,1.25,5099.1,1
67,7,2,3,1,8,4,4,999,1,1,92.649,-30.1,0.72,5017.5,0
42,1,2,3,1,2,5,1,999,0,2,93.444,-36.1,4.965,5228.1,0
41,7,3,3,2,7,5,2,999,0,2,93.994,-36.4,4.859,5191,0
37,10,3,3,1,7,4,1,999,1,1,92.893,-46.2,1.291,5099.1,0
35,12,3,1,2,7,1,4,999,0,2,93.994,-36.4,4.855,5191,0
34,3,2,3,1,8,3,1,999,1,1,93.2,-42,4.076,5195.8,0
48,5,2,1,1,2,4,2,999,0,2,93.444,-36.1,4.963,5228.1,0
46,1,3,1,1,4,5,3,999,0,2,93.918,-42.7,4.963,5228.1,0
57,1,1,1,2,7,1,1,999,0,2,93.994,-36.4,4.857,5191,0
54,4,2,3,1,2,4,2,999,0,2,93.444,-36.1,4.963,5228.1,0
34,1,2,3,2,5,2,3,999,0,2,94.465,-41.8,4.961,5228.1,0
29,10,3,1,1,8,4,2,999,0,2,93.2,-42,4.153,5195.8,0
38,2,2,3,1,1,3,1,999,0,2,93.075,-47.1,1.41,5099.1,0
27,9,3,3,1,7,3,1,999,1,1,92.893,-46.2,1.327,5099.1,0
42,2,2,3,1,7,5,3,999,0,2,92.893,-46.2,1.334,5099.1,0
35,10,1,3,2,5,3,2,999,0,2,94.465,-41.8,4.958,5228.1,0
40,3,2,3,1,1,3,1,999,1,1,93.075,-47.1,1.41,5099.1,0
44,1,3,3,2,7,2,7,999,0,2,93.994,-36.4,4.857,5191,0
33,1,3,1,1,2,5,4,999,0,2,93.444,-36.1,4.964,5228.1,0
54,2,2,3,1,8,5,1,999,0,2,92.649,-30.1,0.719,5017.5,0
32,10,2,3,1,2,4,3,999,0,2,93.444,-36.1,4.963,5228.1,0
47,1,3,3,1,2,3,4,999,0,2,93.444,-36.1,4.968,5228.1,0
40,1,3,3,2,7,5,2,999,0,2,93.994,-36.4,4.859,5191,0
30,1,2,3,1,7,2,4,999,0,2,92.893,-46.2,1.354,5099.1,1
28,10,3,3,1,4,4,2,6,1,3,94.215,-40.3,0.893,4991.6,0
40,3,2,3,1,8,5,3,999,0,2,93.2,-42,4.12,5195.8,0
39,2,2,3,1,1,1,2,999,0,2,93.075,-47.1,1.405,5099.1,0
27,10,3,3,1,4,1,1,999,0,2,93.918,-42.7,4.962,5228.1,1
51,4,2,1,1,2,1,1,999,0,2,93.444,-36.1,4.966,5228.1,0
39,1,1,3,2,5,3,1,999,0,2,94.465,-41.8,4.958,5228.1,0
46,1,2,3,1,2,3,1,999,0,2,92.201,-31.4,0.873,5076.2,0
49,11,2,1,1,8,1,2,999,0,2,93.2,-42,4.021,5195.8,0
47,1,2,3,1,8,1,3,999,0,2,93.2,-42,4.021,5195.8,0
32,1,1,1,2,7,5,2,999,0,2,93.994,-36.4,4.857,5191,0
35,3,2,3,1,8,2,2,999,0,2,93.2,-42,4.191,5195.8,0
27,1,3,3,1,7,5,4,999,0,2,92.893,-46.2,1.281,5099.1,0
42,2,2,1,1,1,3,4,999,0,2,93.075,-47.1,1.41,5099.1,0
35,10,2,1,1,2,3,1,999,0,2,93.444,-36.1,4.963,5228.1,0
37,10,3,1,2,5,2,2,999,0,2,94.465,-41.8,4.96,5228.1,0
48,2,2,1,1,7,5,1,999,0,2,92.893,-46.2,1.334,5099.1,0
29,11,3,1,2,7,3,1,999,0,2,93.994,-36.4,4.86,5191,0
50,5,2,3,1,1,1,1,999,0,2,93.075,-47.1,1.405,5099.1,0
30,2,3,1,2,7,1,4,999,0,2,93.994,-36.4,4.857,5191,0
58,7,1,3,1,4,3,1,999,0,2,93.918,-42.7,4.968,5228.1,0
52,2,2,1,1,2,1,1,999,0,2,93.444,-36.1,4.963,5228.1,0
32,3,2,3,2,8,2,1,999,1,1,93.2,-42,4.191,5195.8,0
55,6,2,3,1,4,4,2,999,0,2,93.918,-42.7,4.962,5228.1,0
49,10,2,3,2,4,3,12,999,0,2,93.918,-42.7,4.968,5228.1,0
35,1,3,1,1,4,1,1,999,0,2,93.918,-42.7,4.957,5228.1,0
41,2,1,3,2,7,1,2,999,0,2,93.994,-36.4,4.857,5191,0
44,2,2,1,1,7,3,2,999,0,2,92.893,-46.2,1.327,5099.1,0
35,10,2,1,1,8,5,3,999,0,2,93.2,-42,4.12,5195.8,0
44,1,2,1,1,2,4,1,999,0,2,93.444,-36.1,4.965,5228.1,0
27,10,3,3,1,1,5,1,999,0,2,93.075,-47.1,1.445,5099.1,0
35,7,2,3,1,5,3,1,999,0,2,92.963,-40.8,1.26,5076.2,1
33,1,3,3,1,8,5,2,999,1,1,93.2,-42,4.12,5195.8,0
35,1,2,3,1,7,1,1,999,0,2,92.893,-46.2,1.259,5099.1,0
32,5,3,1,1,4,1,4,16,1,3,94.215,-40.3,0.896,4991.6,0
39,3,3,3,2,7,3,9,999,0,2,93.994,-36.4,4.86,5191,0
53,2,2,3,1,1,2,4,999,0,2,93.075,-47.1,1.405,5099.1,0
26,1,3,1,1,4,1,3,999,0,2,93.918,-42.7,4.957,5228.1,0
25,7,3,1,2,5,2,7,999,0,2,94.465,-41.8,4.96,5228.1,0
39,2,2,1,2,7,4,1,999,0,2,93.994,-36.4,4.856,5191,0
33,1,2,3,1,2,3,2,999,0,2,93.444,-36.1,4.968,5228.1,0
63,5,2,3,1,8,4,4,999,2,1,92.649,-30.1,0.715,5017.5,1
59,6,2,1,2,4,3,3,999,0,2,93.918,-42.7,4.968,5228.1,0
52,7,3,1,1,8,3,1,999,0,2,93.2,-42,4.076,5195.8,0
25,2,3,3,1,4,5,2,999,0,2,93.918,-42.7,4.963,5228.1,0
29,2,2,1,1,7,5,1,6,1,3,92.893,-46.2,1.281,5099.1,0
48,3,2,1,1,7,5,2,999,0,2,92.893,-46.2,1.334,5099.1,0
35,1,2,3,1,7,5,2,999,1,1,92.893,-46.2,1.334,5099.1,0
39,10,2,3,1,4,3,1,999,1,1,94.215,-40.3,0.81,4991.6,0
31,1,3,1,2,7,1,1,999,0,2,93.994,-36.4,4.857,5191,0
28,2,3,3,1,7,2,1,999,0,2,92.893,-46.2,1.244,5099.1,0
40,7,2,1,1,4,2,1,999,0,2,93.918,-42.7,4.96,5228.1,0
39,1,2,1,2,5,2,3,999,0,2,94.465,-41.8,4.96,5228.1,0
41,2,2,3,2,4,4,3,999,0,2,93.918,-42.7,4.955,5228.1,0
39,4,2,3,1,2,1,1,999,0,2,93.444,-36.1,4.964,5228.1,0
30,7,2,3,1,7,4,5,999,0,2,92.893,-46.2,1.291,5099.1,0
40,5,2,3,2,5,1,1,999,0,2,94.465,-41.8,4.947,5228.1,0
32,10,2,3,1,4,2,4,999,0,2,93.918,-42.7,4.962,5228.1,0
37,1,1,3,1,2,4,2,999,0,2,93.444,-36.1,4.968,5228.1,0
52,1,2,1,1,7,3,1,999,0,2,93.876,-40,0.677,5008.7,1
28,9,3,3,1,6,4,1,999,0,2,92.843,-50,1.799,5099.1,1
43,2,2,3,2,7,5,1,999,0,2,93.994,-36.4,4.856,5191,0
31,1,3,3,1,2,4,1,999,0,2,93.444,-36.1,4.963,5228.1,0
45,4,1,1,2,7,4,6,999,0,2,93.994,-36.4,4.856,5191,0
47,2,1,3,1,2,2,7,999,0,2,93.444,-36.1,4.965,5228.1,0
58,1,1,3,2,7,5,1,999,0,2,93.994,-36.4,4.858,5191,0
33,10,3,3,1,4,1,1,999,0,2,93.918,-42.7,4.962,5228.1,0
28,2,3,1,1,7,5,2,999,0,2,92.893,-46.2,1.281,5099.1,0
47,1,2,1,2,5,3,2,999,0,2,94.465,-41.8,4.961,5228.1,0
38,2,3,1,2,6,4,3,6,2,3,93.369,-34.8,0.652,5008.7,1
60,5,2,3,2,5,3,2,999,0,2,94.465,-41.8,4.961,5228.1,0
28,1,3,3,2,7,1,3,999,0,2,93.994,-36.4,4.859,5191,0
33,7,3,3,1,6,2,2,999,0,2,93.369,-34.8,0.652,5008.7,1
41,3,1,3,1,4,3,1,999,0,2,93.918,-42.7,4.958,5228.1,0
33,9,3,3,1,2,4,1,999,0,2,92.201,-31.4,0.883,5076.2,0
41,5,2,3,1,7,4,2,999,0,2,92.893,-46.2,1.291,5099.1,0
30,9,3,3,1,1,5,1,999,0,2,93.075,-47.1,1.405,5099.1,0
54,7,1,1,2,4,2,4,999,0,2,93.918,-42.7,4.962,5228.1,0
